spectrum_id,spectrum,category,wavenumbers,snr,resolution,artifacts
RS_0948,[0.17320337 0.17391829 0.17702077 ... 0.0014255  0.0025898  0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],53.90626943643231,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0949,[0.00204104 0.01360165 0.         ... 0.63940321 0.63568921 0.62545079],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],30.256374868227304,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0950,"[0.00000000e+00 1.22178836e-05 2.56870780e-04 ... 1.29437688e-01
 1.29415595e-01 1.29530894e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],146.21688373662604,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0951,[0.13414029 0.13081012 0.1376988  ... 0.62519128 0.60053    0.57768957],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],12.95702124060216,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0952,"[8.98314879e-01 8.97058992e-01 8.96228597e-01 ... 3.54954438e-05
 3.38391656e-04 0.00000000e+00]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],51.54619372889916,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0953,[0.68111068 0.67947406 0.67763609 ... 0.61488618 0.61725883 0.61886016],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],84.91786183784254,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0954,[0.08395636 0.0948746  0.08993698 ... 1.         0.99817676 0.8317792 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],18.299410088225464,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0955,[0.         0.00199669 0.00219567 ... 0.30034569 0.29975369 0.29979016],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],75.34081105813192,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0956,[0.53946772 0.53928226 0.53885057 ... 0.00117729 0.         0.00187766],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],63.228209345188844,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0957,[0.31371322 0.31433655 0.31294095 ... 0.47845703 0.47989948 0.48074694],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],57.930348403861544,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0958,"[3.37853486e-04 0.00000000e+00 1.03929879e-03 ... 9.97106410e-01
 9.99042747e-01 1.00000000e+00]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],120.03179757189206,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0959,[0.64595672 0.64491488 0.64418528 ... 0.6337702  0.63538591 0.63899986],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],106.07956393013681,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0960,[0.56460537 0.56513364 0.56403094 ... 0.18560077 0.17473852 0.16712585],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],97.36214036972254,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_0961,[0.99804011 0.99526543 0.99480412 ... 0.04142161 0.03935303 0.03755106],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],93.28293327419324,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0962,[0.         0.00096914 0.00067995 ... 0.29048401 0.28936561 0.28962624],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],64.04277392361826,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0963,[0.18406624 0.18500307 0.18574235 ... 0.30422981 0.30493121 0.30498929],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],57.5470610183626,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0964,[0.1573675  0.15935615 0.15827612 ... 0.00324404 0.         0.00105403],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],89.94032348288465,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_0965,[0.         0.00116822 0.00252265 ... 0.46324608 0.46293527 0.46231716],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],147.535619139254,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0966,[0.03267297 0.0343058  0.03219841 ... 0.55390478 0.55287069 0.55902756],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],48.3086790324418,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0967,[0.34543946 0.35012018 0.35745654 ... 0.4643509  0.44754567 0.43897161],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],40.462914748117974,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0968,[0.15914891 0.15869221 0.15826964 ... 0.02454389 0.02510457 0.02486364],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],118.54097884099738,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0969,[0.8073258  0.56920951 0.62919031 ... 0.65517636 0.84716191 0.58187886],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],11.520821988588139,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0970,[0.15357055 0.15201984 0.15358542 ... 0.99539257 0.99698197 1.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],55.51151170136324,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0971,[0.         0.00099543 0.00376166 ... 0.65231636 0.64036115 0.63200766],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],145.80211488300196,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0972,[0.7346927  0.7399009  0.73922638 ... 0.00475322 0.00590102 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],35.49573529087494,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0973,[0.00132963 0.00113986 0.00176443 ... 0.3107607  0.31063861 0.31307952],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],85.26223213815932,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0974,[0.23836233 0.23883382 0.24879479 ... 0.00344074 0.01060109 0.02089001],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],39.02743466221109,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0975,[0.00334668 0.00270597 0.0058185  ... 0.23616668 0.23537844 0.23617381],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],41.3039158237209,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0976,[0.49358217 0.49470117 0.49968567 ... 0.64134234 0.64323861 0.64402903],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],39.58677993508458,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_0977,[0.03917601 0.10955943 0.0676947  ... 0.48329407 0.65429023 0.58906099],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],22.26492165857197,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0978,[0.18393819 0.18384727 0.18457312 ... 0.50217151 0.50489827 0.5033989 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],83.11125246813637,2,"{'cosmic_spike': True, 'fluorescence': True}"
RS_0979,[0.6940645  0.69346529 0.69114265 ... 0.15614375 0.15588251 0.15512447],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],149.34759313062642,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0980,"[5.56039554e-01 5.54460875e-01 5.53348535e-01 ... 1.08016092e-03
 1.20515580e-03 6.91156990e-05]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],139.1937031434858,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0981,[0.48401368 0.48414416 0.48297123 ... 0.01281493 0.01255505 0.01120743],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],102.42577305661969,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0982,[0.64068933 0.64084983 0.6408507  ... 0.01427896 0.00866398 0.00221361],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],97.35136974477544,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0983,[0.92519843 0.91967411 0.90468812 ... 0.16200755 0.15496127 0.15734943],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],38.417294943552974,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_0984,[0.         0.00138823 0.00164035 ... 0.46824572 0.46839443 0.46852137],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],116.99207956923897,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0985,[0.02854223 0.03815432 0.04670528 ... 0.02163087 0.01200802 0.02896362],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],26.061365788127848,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0986,[0.44398373 0.44606344 0.44591672 ... 0.00839403 0.0046175  0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],34.31487595656674,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0987,[0.         0.00399834 0.00287126 ... 0.39610829 0.39463855 0.39260576],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],99.13249428534876,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0988,[0.49484772 0.49541001 0.49411481 ... 0.11296475 0.11539236 0.11371289],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],111.19947673289147,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0989,[0.50529921 0.5103271  0.51782803 ... 0.14805611 0.02571495 0.09000643],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],15.027449023332245,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0990,[1.         0.9984766  0.99720345 ... 0.08752062 0.08890485 0.08800553],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.55629170047246,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0991,[0.         0.000813   0.00284972 ... 0.79777712 0.79848405 0.79856648],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],59.17683942030632,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0992,[0.06220972 0.04825461 0.03526177 ... 0.8392283  0.81347475 0.7873475 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],21.10904334607796,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0993,[0.72340862 0.72652856 0.72683617 ... 0.00198468 0.00088745 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],46.49404765475107,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0994,[0.09085012 0.08935414 0.08912393 ... 0.39219917 0.3926627  0.39373716],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],48.62399415737297,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0995,[0.0828423  0.0499125  0.11960437 ... 0.13141034 0.1182996  0.17927288],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],15.613887916384188,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0996,[0.00443393 0.00652093 0.00470284 ... 0.7972667  0.76158212 0.70736807],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],40.323881715808746,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_0997,[0.09393265 0.09375905 0.09048082 ... 0.9985702  0.99915637 1.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],80.65858813460225,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0998,[0.00231196 0.00482612 0.00524521 ... 0.38478307 0.38580774 0.38784065],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],71.35446351169423,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_0999,[0.         0.00826891 0.00422936 ... 0.41994086 0.42442893 0.41947522],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],43.90376773085113,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1000,"[4.95079410e-01 4.95367764e-01 4.94814556e-01 ... 2.37773436e-03
 0.00000000e+00 1.03782666e-04]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],120.52416632399975,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1001,[0.00136876 0.         0.00104775 ... 0.59203423 0.59059344 0.59145788],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.8976664562461,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1002,[0.64022566 0.6356007  0.63157698 ... 0.1814463  0.18159925 0.18347284],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],54.074210212220024,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1003,[0.40747145 0.40724683 0.40638391 ... 0.33641518 0.33565051 0.33457638],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.35564873786106,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1004,[0.01634368 0.0147627  0.01572132 ... 0.00050046 0.         0.00218087],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],123.18487131405102,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1005,[0.09425486 0.09476079 0.09641295 ... 0.00186299 0.00108361 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],117.67444539625319,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1006,[0.         0.000885   0.00225163 ... 0.44290394 0.44255533 0.4418872 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],105.04767850912371,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1007,[0.71123841 0.70571826 0.70510605 ... 0.91884493 0.9206944  0.92261221],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],48.7222171409438,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1008,[0.06223867 0.06196543 0.06296894 ... 0.59096034 0.59091575 0.59282575],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],131.66028552155484,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1009,[0.93425732 0.93325294 0.93115827 ... 0.24005713 0.23948204 0.23990741],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],131.93564698814896,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1010,[0.05600029 0.05425306 0.05334614 ... 0.1064128  0.10665271 0.10738423],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],134.71106183268506,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1011,"[8.80976182e-01 8.78650201e-01 8.79929025e-01 ... 8.10187019e-04
 1.99372999e-03 0.00000000e+00]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],139.53439734188154,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1012,"[2.77475348e-04 0.00000000e+00 9.85146637e-04 ... 7.15050717e-01
 7.15493508e-01 7.16440602e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],118.952473247262,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1013,[0.         0.00164595 0.00406773 ... 0.76618406 0.76507158 0.76303518],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],45.47864546689434,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1014,[0.57184723 0.57188475 0.57239395 ... 0.00221593 0.00075309 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],113.54351743029316,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1015,[0.03593198 0.12411264 0.0861881  ... 0.78645151 0.83137732 0.84724223],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],17.073959783305092,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1016,[0.41835295 0.41661246 0.41795163 ... 0.03942676 0.04257334 0.04203096],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],63.341543990103034,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1017,[0.3039807  0.320261   0.32455006 ... 0.00209747 0.01547814 0.00713007],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],29.854717079361688,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1018,[0.         0.00049808 0.00047151 ... 0.32046176 0.32121863 0.32066596],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],70.56682041268286,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1019,"[0.00000000e+00 2.93757833e-05 2.19515275e-04 ... 2.95186443e-02
 2.92660316e-02 2.94210135e-02]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],92.6863469894321,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1020,[0.         0.00103667 0.00196291 ... 0.76142582 0.76185788 0.76059699],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],80.2732819569203,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1021,"[0.00000000e+00 1.47625141e-04 1.29680873e-04 ... 3.34977726e-01
 3.35483676e-01 3.35806334e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],139.18009414667216,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1022,[0.39909722 0.40095051 0.40154331 ... 0.00272499 0.0013436  0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],112.98463382804246,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1023,[0.40570201 0.4060135  0.40297014 ... 0.62789521 0.62993417 0.63135866],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],57.11916413465608,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1024,[0.65957094 0.65841296 0.65699071 ... 0.42870968 0.42871306 0.43138962],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],60.44897798592282,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1025,[0.08564421 0.08661841 0.08467731 ... 0.85688203 0.85666587 0.85932792],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],108.1820638806496,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1026,[0.10455941 0.10495114 0.10328306 ... 0.1103827  0.11127816 0.11211298],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],122.68973343314833,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1027,[0.06898949 0.02624197 0.08331326 ... 0.91715024 0.92555313 0.89928701],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],17.458741440337977,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1028,[0.35780994 0.35829923 0.36105602 ... 0.10283025 0.10352296 0.10284071],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],106.21675918200116,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1029,[0.03354939 0.03609034 0.01438349 ... 0.43408544 0.42414387 0.43892642],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],19.917752428695636,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1030,"[0.00000000e+00 1.91247605e-04 7.68203174e-04 ... 5.38653489e-01
 5.40112004e-01 5.40244203e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],130.53295347986446,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1031,"[1.00000000e+00 9.99943226e-01 9.99888182e-01 ... 9.54851747e-04
 3.85225158e-03 2.36742499e-03]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],128.23918592833095,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1032,[0.         0.00168843 0.00223061 ... 0.25675481 0.25542156 0.25344747],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],149.16030164881255,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1033,"[5.60824944e-04 1.63832811e-02 2.01009602e-02 ... 9.79906695e-01
 9.90274236e-01 9.77471755e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],24.05393471858984,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1034,"[6.31995937e-04 0.00000000e+00 1.68968998e-03 ... 7.13472925e-01
 7.13412253e-01 7.13606344e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],124.8884575302623,2,"{'cosmic_spike': True, 'fluorescence': True}"
RS_1035,[0.70970365 0.70964653 0.70893441 ... 0.00179126 0.00089469 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],68.561256945903,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1036,[0.35430056 0.35067589 0.35411647 ... 0.2684286  0.26737422 0.26957729],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.9303310118426,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1037,[1.         0.99856422 0.99598004 ... 0.46322252 0.44689845 0.42804565],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],139.01440542996318,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1038,[0.39641409 0.39525065 0.39511064 ... 0.25031702 0.24977316 0.25042006],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],71.29892483706115,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1039,[0.         0.00124227 0.00281003 ... 0.82899746 0.82919078 0.82832673],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],54.262085444192905,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1040,[0.00911662 0.0103735  0.01041502 ... 0.93009025 0.93333072 0.93375708],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],124.50639442956603,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1041,[0.37673156 0.37659592 0.38415367 ... 0.0049822  0.00725405 0.00353756],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],38.90383755997753,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1042,[0.43487727 0.43437609 0.43395522 ... 0.0367248  0.03634593 0.03629694],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],143.50560036882382,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1043,"[8.07057341e-04 0.00000000e+00 7.35042024e-04 ... 9.95268620e-01
 1.00000000e+00 9.97504617e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],104.30061125080937,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1044,[0.04617972 0.04619016 0.04623941 ... 0.00153542 0.0014576  0.00295227],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],39.88907024691967,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1045,"[4.59922915e-01 4.60300051e-01 4.61860219e-01 ... 2.92440860e-03
 0.00000000e+00 1.17879746e-04]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],111.21405196180372,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1046,"[0.00000000e+00 7.25642266e-04 1.63889819e-03 ... 8.29434031e-01
 8.26025031e-01 8.23929810e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],68.2413578049155,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1047,[0.21016703 0.21067251 0.21028389 ... 0.00048465 0.00072709 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],37.39755870733232,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1048,[1.         0.99804447 0.99463138 ... 0.4501542  0.45253863 0.45155117],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],108.32269580217736,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1049,[0.         0.00139132 0.00462256 ... 0.52589271 0.52510847 0.52668795],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],98.84884727361657,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1050,[0.425886   0.24783587 0.30777944 ... 0.35555682 0.14577754 0.19821598],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],10.114743859465325,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1051,[0.         0.00053473 0.00209343 ... 0.03301637 0.03177195 0.0300771 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],60.65279447459295,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1052,[0.01093495 0.01011004 0.00684464 ... 0.99643509 0.99723768 1.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],122.2238610538964,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1053,[0.17438734 0.18283615 0.17673012 ... 0.05129831 0.03754093 0.0014831 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],33.598087639714436,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1054,[0.         0.00242187 0.00224101 ... 0.3946951  0.39604586 0.39578679],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],91.86689184893424,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1055,[0.10416166 0.10316421 0.10290106 ... 0.02788094 0.02886376 0.02904782],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],71.95116184599419,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1056,[0.31574878 0.31239478 0.31509612 ... 0.99474217 0.98439418 1.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],38.962490215093894,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1057,[0.31487628 0.31724645 0.31748337 ... 0.77291093 0.77503251 0.77559354],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],47.32465494655547,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1058,"[4.48128691e-05 0.00000000e+00 9.59497117e-04 ... 7.75273773e-01
 7.76297984e-01 7.76480927e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],96.73094559773514,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1059,[0.59725692 0.59615422 0.59570761 ... 0.00185269 0.00291597 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],95.84628826287774,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1060,[0.36978814 0.36952631 0.36896285 ... 0.13404012 0.13308505 0.13509156],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],73.46028968946456,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1061,[0.30272877 0.30210209 0.30339565 ... 0.00259627 0.00115693 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],66.33143827492361,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1062,[1.         0.99821184 0.9963831  ... 0.17787555 0.17896577 0.1800119 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],92.28063145165775,2,"{'cosmic_spike': False, 'fluorescence': True}"
RS_1063,[0.50751514 0.50648734 0.50514306 ... 0.53733804 0.5391969  0.53854747],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.5861040343366,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1064,"[3.28910738e-04 1.03074490e-03 0.00000000e+00 ... 4.39290571e-01
 4.40729603e-01 4.38639735e-01]",pharmaceutical,[ 100  102  104 ... 3194 3196 3198],62.11943573863863,2,"{'cosmic_spike': True, 'fluorescence': False}"
RS_1065,[0.04826426 0.0175892  0.04157536 ... 0.42166652 0.44465605 0.45451685],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],35.94539258581064,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1066,[0.9112924  0.91015899 0.90740503 ... 0.38487124 0.38570533 0.3871777 ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],125.08262004138457,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1067,[0.8545132  0.80047517 0.8232133  ... 0.46915448 0.47620458 0.48098284],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],27.34021453106553,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1068,[0.15038557 0.15073368 0.15112172 ... 0.0020076  0.00167338 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],96.66994421848221,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1069,[0.80647435 0.80624365 0.80644555 ... 0.00191065 0.00115551 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],104.80014550995786,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1070,[0.6564185  0.65574106 0.65544094 ... 0.00135534 0.00186388 0.        ],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],149.1699725745014,2,"{'cosmic_spike': False, 'fluorescence': False}"
RS_1071,[0.         0.00327231 0.00636282 ... 0.28431619 0.28270237 0.28179802],pharmaceutical,[ 100  102  104 ... 3194 3196 3198],138.72324449974963,2,"{'cosmic_spike': False, 'fluorescence': False}"
